ダウンロードした時刻：2020/03/14 11:20:26

,酒田,酒田,酒田,酒田,酒田,酒田
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
2016/3/18,12.2,8,1,21.1,8,1
2016/3/19,9.3,8,1,11.4,8,1
2016/3/20,6.6,8,1,8.6,8,1
2016/3/21,6.0,8,1,8.5,8,1
2016/3/22,8.5,8,1,10.1,8,1
2016/3/23,6.5,8,1,9.4,8,1
2016/3/24,4.6,8,1,7.8,8,1
2016/3/25,3.7,8,1,7.9,8,1
2016/3/26,4.7,8,1,9.5,8,1
2016/3/27,5.4,8,1,10.8,8,1
2016/3/28,6.4,8,1,12.1,8,1
2016/3/29,7.8,8,1,13.2,8,1
2016/3/30,8.7,8,1,15.2,8,1
2016/3/31,8.9,8,1,13.0,8,1
2016/4/1,10.2,8,1,18.8,8,1
2016/4/2,10.7,8,1,15.4,8,1
2016/4/3,12.2,8,1,16.3,8,1
2016/4/4,7.2,8,1,9.2,8,1
2016/4/5,7.8,8,1,12.6,8,1
2016/4/6,9.4,8,1,12.4,8,1
2016/4/7,10.5,8,1,12.4,8,1
2016/4/8,10.9,8,1,12.9,8,1
2016/4/9,12.5,8,1,17.5,8,1
2016/4/10,9.2,8,1,14.2,8,1
2016/4/11,5.4,8,1,8.9,8,1
2016/4/12,7.4,8,1,10.8,8,1
2016/4/13,12.3,8,1,20.6,8,1
2016/4/14,14.0,8,1,18.5,8,1
2016/4/15,8.5,8,1,11.6,8,1
2016/4/16,12.1,8,1,19.3,8,1
2016/4/17,14.4,8,1,21.8,8,1
2016/4/18,12.8,8,1,14.9,8,1
2016/4/19,9.1,8,1,12.7,8,1
2016/4/20,10.2,8,1,15.9,8,1
2016/4/21,15.6,8,1,21.2,8,1
2016/4/22,13.9,8,1,17.4,8,1
2016/4/23,14.7,8,1,22.3,8,1
2016/4/24,12.1,8,1,16.2,8,1
2016/4/25,11.7,8,1,18.4,8,1
2016/4/26,12.3,8,1,18.4,8,1
2016/4/27,12.2,8,1,16.8,8,1
2016/4/28,12.4,8,1,13.6,8,1
2016/4/29,9.3,8,1,11.9,8,1
2016/4/30,10.0,8,1,13.2,8,1
2017/1/1,4.1,8,1,7.3,8,1
2017/1/2,6.5,8,1,9.1,8,1
2017/1/3,5.8,8,1,8.6,8,1
2017/1/4,3.9,8,1,6.4,8,1
2017/1/5,1.8,8,1,4.3,8,1
2017/1/6,1.3,8,1,2.5,8,1
2017/1/7,5.7,8,1,7.6,8,1
2017/1/8,4.8,8,1,7.7,8,1
2017/1/9,5.1,8,1,7.7,8,1
2017/1/10,3.2,8,1,5.3,8,1
2017/1/11,-0.1,8,1,2.1,8,1
2017/1/12,-0.2,8,1,0.9,8,1
2017/1/13,-0.5,8,1,0.8,8,1
2017/1/14,-2.6,8,1,-0.6,8,1
2017/1/15,-1.4,8,1,2.0,8,1
2017/1/16,0.7,8,1,3.7,8,1
2017/1/17,0.3,8,1,2.8,8,1
2017/1/18,3.3,8,1,5.4,8,1
2017/1/19,3.1,8,1,5.8,8,1
2017/1/20,1.8,8,1,4.2,8,1
2017/1/21,1.7,8,1,4.1,8,1
2017/1/22,1.6,8,1,4.4,8,1
2017/1/23,1.2,8,1,2.9,8,1
2017/1/24,-0.7,8,1,0.4,8,1
2017/1/25,1.1,8,1,3.5,8,1
2017/1/26,3.8,8,1,6.3,8,1
2017/1/27,3.9,8,1,10.3,8,1
2017/1/28,3.8,8,1,5.4,8,1
2017/1/29,3.9,8,1,7.7,8,1
2017/1/30,3.2,8,1,6.6,8,1
2017/1/31,1.4,8,1,3.6,8,1
2017/2/1,1.9,8,1,6.6,8,1
2017/2/2,-0.6,8,1,2.2,8,1
2017/2/3,2.5,8,1,4.6,8,1
2017/2/4,5.7,8,1,8.2,8,1
2017/2/5,4.2,8,1,7.1,8,1
2017/2/6,5.0,8,1,8.2,8,1
2017/2/7,0.9,8,1,3.6,8,1
2017/2/8,2.3,8,1,3.8,8,1
2017/2/9,2.7,8,1,5.3,8,1
2017/2/10,2.2,8,1,4.6,8,1
2017/2/11,2.0,8,1,5.2,8,1
2017/2/12,3.0,8,1,4.4,8,1
2017/2/13,2.7,8,1,4.0,8,1
2017/2/14,2.5,8,1,4.5,8,1
2017/2/15,4.3,8,1,6.3,8,1
2017/2/16,5.9,8,1,11.6,8,1
2017/2/17,5.8,8,1,12.3,8,1
2017/2/18,1.1,8,1,2.9,8,1
2017/2/19,0.8,8,1,3.2,8,1
2017/2/20,3.6,8,1,7.8,8,1
2017/2/21,0.5,8,1,3.2,8,1
2017/2/22,2.9,8,1,5.3,8,1
2017/2/23,4.8,8,1,9.5,8,1
2017/2/24,1.5,8,1,3.7,8,1
2017/2/25,3.4,8,1,6.9,8,1
2017/2/26,4.2,8,1,7.5,8,1
2017/2/27,1.4,8,1,3.5,8,1
2017/2/28,0.8,8,1,5.6,8,1
2017/3/1,3.8,8,1,8.7,8,1
2017/3/2,6.4,8,1,11.6,8,1
2017/3/3,4.7,8,1,7.4,8,1
2017/3/4,5.1,8,1,7.5,8,1
2017/3/5,3.3,8,1,7.4,8,1
2017/3/6,6.7,8,1,14.7,8,1
2017/3/7,2.0,8,1,4.5,8,1
2017/3/8,2.4,8,1,4.8,8,1
2017/3/9,4.8,8,1,7.8,8,1
2017/3/10,3.9,8,1,6.7,8,1
2017/3/11,3.5,8,1,6.2,8,1
2017/3/12,4.0,8,1,8.6,8,1
2017/3/13,5.6,8,1,11.7,8,1
2017/3/14,5.0,8,1,8.6,8,1
2017/3/15,3.9,8,1,6.6,8,1
2017/3/16,5.3,8,1,8.5,8,1
2017/3/17,6.0,8,1,9.0,8,1
2017/3/18,7.7,8,1,11.0,8,1
2017/3/19,6.5,8,1,9.3,8,1
2017/3/20,7.8,8,1,11.6,8,1
2017/3/21,6.7,8,1,11.1,8,1
2017/3/22,7.1,8,1,10.1,8,1
2017/3/23,5.8,8,1,7.8,8,1
2017/3/24,3.6,8,1,5.9,8,1
2017/3/25,4.0,8,1,7.3,8,1
2017/3/26,5.0,8,1,10.3,8,1
2017/3/27,5.1,8,1,7.1,8,1
2017/3/28,5.5,8,1,9.5,8,1
2017/3/29,6.3,8,1,10.7,8,1
2017/3/30,7.8,8,1,14.1,8,1
2017/3/31,6.4,8,1,8.6,8,1
2017/4/1,4.9,8,1,9.7,8,1
2017/4/2,5.2,8,1,8.9,8,1
2017/4/3,6.1,8,1,10.2,8,1
2017/4/4,7.2,8,1,13.0,8,1
2017/4/5,11.5,8,1,19.7,8,1
2017/4/6,13.5,8,1,21.9,8,1
2017/4/7,10.9,8,1,13.3,8,1
2017/4/8,12.8,8,1,16.6,8,1
2017/4/9,9.3,8,1,11.3,8,1
2017/4/10,8.1,8,1,12.1,8,1
2017/4/11,10.6,8,1,14.7,8,1
2017/4/12,8.7,8,1,10.7,8,1
2017/4/13,7.4,8,1,11.0,8,1
2017/4/14,10.6,8,1,18.0,8,1
2017/4/15,12.0,8,1,16.2,8,1
2017/4/16,13.4,8,1,20.2,8,1
2017/4/17,13.9,8,1,21.5,8,1
2017/4/18,12.7,8,1,19.5,8,1
2017/4/19,9.6,8,1,15.3,8,1
2017/4/20,8.5,8,1,10.6,8,1
2017/4/21,11.6,8,1,17.8,8,1
2017/4/22,9.5,8,1,11.8,8,1
2017/4/23,8.2,8,1,11.7,8,1
2017/4/24,11.6,8,1,19.3,8,1
2017/4/25,15.7,8,1,22.4,8,1
2017/4/26,12.0,8,1,14.2,8,1
2017/4/27,11.5,8,1,14.5,8,1
2017/4/28,12.6,8,1,16.5,8,1
2017/4/29,10.8,8,1,15.7,8,1
2017/4/30,15.4,8,1,23.9,8,1
2018/1/1,5.3,8,1,7.6,8,1
2018/1/2,2.1,8,1,4.4,8,1
2018/1/3,1.6,8,1,4.8,8,1
2018/1/4,1.8,8,1,2.9,8,1
2018/1/5,1.0,8,1,2.8,8,1
2018/1/6,3.3,8,1,5.4,8,1
2018/1/7,3.4,8,1,5.5,8,1
2018/1/8,2.9,8,1,5.9,8,1
2018/1/9,5.5,8,1,10.5,8,1
2018/1/10,1.9,8,1,5.1,8,1
2018/1/11,-1.8,8,1,-0.2,8,1
2018/1/12,-1.6,8,1,1.6,8,1
2018/1/13,-0.3,8,1,1.5,8,1
2018/1/14,0.1,8,1,2.4,8,1
2018/1/15,1.5,8,1,6.7,8,1
2018/1/16,5.4,8,1,9.4,8,1
2018/1/17,5.3,8,1,8.9,8,1
2018/1/18,5.3,8,1,8.0,8,1
2018/1/19,2.7,8,1,5.5,8,1
2018/1/20,2.2,8,1,6.7,8,1
2018/1/21,0.6,8,1,4.2,8,1
2018/1/22,-0.8,8,1,0.6,8,1
2018/1/23,1.1,8,1,5.5,8,1
2018/1/24,-3.4,8,1,-0.1,8,1
2018/1/25,-3.0,8,1,0.3,8,1
2018/1/26,-2.8,8,1,-1.2,8,1
2018/1/27,-0.4,8,1,1.0,8,1
2018/1/28,1.2,8,1,4.5,8,1
2018/1/29,-1.2,8,1,2.6,8,1
2018/1/30,-1.3,8,1,0.4,8,1
2018/1/31,0.6,8,1,2.7,8,1
2018/2/1,-0.3,8,1,2.5,8,1
2018/2/2,-3.4,8,1,3.2,8,1
2018/2/3,2.0,8,1,7.8,8,1
2018/2/4,1.7,8,1,4.1,8,1
2018/2/5,1.1,8,1,2.4,8,1
2018/2/6,2.2,8,1,3.8,8,1
2018/2/7,1.0,8,1,3.8,8,1
2018/2/8,0.9,8,1,3.5,8,1
2018/2/9,1.7,8,1,3.0,8,1
2018/2/10,3.2,8,1,8.5,8,1
2018/2/11,1.8,8,1,5.3,8,1
2018/2/12,-2.1,8,1,-0.6,8,1
2018/2/13,-1.2,8,1,0.9,8,1
2018/2/14,3.0,8,1,8.1,8,1
2018/2/15,1.7,8,1,5.9,8,1
2018/2/16,0.9,8,1,3.2,8,1
2018/2/17,-0.2,8,1,3.9,8,1
2018/2/18,-1.2,8,1,0.7,8,1
2018/2/19,0.7,8,1,2.4,8,1
2018/2/20,0.7,8,1,3.0,8,1
2018/2/21,0.1,8,1,2.1,8,1
2018/2/22,-1.6,8,1,2.1,8,1
2018/2/23,0.3,8,1,4.6,8,1
2018/2/24,0.7,8,1,7.2,8,1
2018/2/25,0.4,8,1,2.5,8,1
2018/2/26,0.1,8,1,2.8,8,1
2018/2/27,1.4,8,1,5.9,8,1
2018/2/28,4.1,8,1,6.3,8,1
2018/3/1,6.0,8,1,9.2,8,1
2018/3/2,1.7,8,1,4.6,8,1
2018/3/3,4.9,8,1,10.0,8,1
2018/3/4,8.5,8,1,15.7,8,1
2018/3/5,5.1,8,1,7.4,8,1
2018/3/6,1.6,8,1,3.7,8,1
2018/3/7,1.1,8,1,3.6,8,1
2018/3/8,7.4,8,1,12.2,8,1
2018/3/9,7.2,8,1,13.2,8,1
2018/3/10,3.2,8,1,5.4,8,1
2018/3/11,3.9,8,1,8.8,8,1
2018/3/12,3.4,8,1,5.8,8,1
2018/3/13,7.3,8,1,16.5,8,1
2018/3/14,9.1,8,1,15.1,8,1
2018/3/15,12.8,8,1,20.2,8,1
2018/3/16,4.2,8,1,12.0,8,1
2018/3/17,2.0,8,1,5.5,8,1
2018/3/18,5.1,8,1,11.2,8,1
2018/3/19,7.7,8,1,12.1,8,1
2018/3/20,2.5,8,1,5.4,8,1
2018/3/21,3.2,8,1,6.3,8,1
2018/3/22,5.6,8,1,7.0,8,1
2018/3/23,5.8,8,1,8.9,8,1
2018/3/24,6.4,8,1,10.7,8,1
2018/3/25,9.2,8,1,13.3,8,1
2018/3/26,9.8,8,1,15.9,8,1
2018/3/27,10.7,8,1,17.7,8,1
2018/3/28,12.0,8,1,20.0,8,1
2018/3/29,10.7,8,1,18.1,8,1
2018/3/30,7.2,8,1,10.5,8,1
2018/3/31,6.2,8,1,11.4,8,1
2018/4/1,11.1,8,1,16.4,8,1
2018/4/2,11.9,8,1,16.1,8,1
2018/4/3,13.9,8,1,21.6,8,1
2018/4/4,7.1,8,1,9.9,8,1
2018/4/5,6.6,8,1,9.3,8,1
2018/4/6,6.5,8,1,8.4,8,1
2018/4/7,7.2,8,1,9.5,8,1
2018/4/8,5.6,8,1,8.7,8,1
2018/4/9,6.0,8,1,9.2,8,1
2018/4/10,8.1,8,1,13.5,8,1
2018/4/11,12.2,8,1,17.5,8,1
2018/4/12,11.7,8,1,16.5,8,1
2018/4/13,8.0,8,1,10.6,8,1
2018/4/14,8.6,8,1,13.8,8,1
2018/4/15,9.6,8,1,13.8,8,1
2018/4/16,7.2,8,1,9.5,8,1
2018/4/17,10.3,8,1,15.1,8,1
2018/4/18,12.8,8,1,16.3,8,1
2018/4/19,12.9,8,1,16.9,8,1
2018/4/20,12.7,8,1,16.4,8,1
2018/4/21,16.0,8,1,23.9,8,1
2018/4/22,15.5,8,1,24.2,8,1
2018/4/23,13.9,8,1,18.7,8,1
2018/4/24,13.2,8,1,14.8,8,1
2018/4/25,13.2,8,1,15.4,8,1
2018/4/26,11.0,8,1,14.2,8,1
2018/4/27,13.2,8,1,19.1,8,1
2018/4/28,11.4,8,1,14.5,8,1
2018/4/29,16.4,8,1,24.5,8,1
2018/4/30,17.5,8,1,23.1,8,1
2019/1/1,3.8,8,1,5.1,8,1
2019/1/2,2.1,8,1,4.7,8,1
2019/1/3,2.5,8,1,4.7,8,1
2019/1/4,4.6,8,1,6.9,8,1
2019/1/5,3.7,8,1,7.0,8,1
2019/1/6,2.3,8,1,4.1,8,1
2019/1/7,2.4,8,1,4.8,8,1
2019/1/8,2.3,8,1,4.0,8,1
2019/1/9,1.8,8,1,4.5,8,1
2019/1/10,4.7,8,1,8.2,8,1
2019/1/11,3.4,8,1,6.4,8,1
2019/1/12,3.6,8,1,6.1,8,1
2019/1/13,2.4,8,1,5.3,8,1
2019/1/14,2.2,8,1,6.4,8,1
2019/1/15,3.3,8,1,8.4,8,1
2019/1/16,2.2,8,1,5.8,8,1
2019/1/17,1.2,8,1,4.5,8,1
2019/1/18,1.2,8,1,2.8,8,1
2019/1/19,3.8,8,1,5.7,8,1
2019/1/20,2.4,8,1,4.5,8,1
2019/1/21,0.7,8,1,3.4,8,1
2019/1/22,2.3,8,1,4.2,8,1
2019/1/23,2.7,8,1,4.9,8,1
2019/1/24,-0.3,8,1,2.5,8,1
2019/1/25,-0.3,8,1,1.5,8,1
2019/1/26,-0.9,8,1,1.9,8,1
2019/1/27,1.9,8,1,4.3,8,1
2019/1/28,2.4,8,1,5.7,8,1
2019/1/29,3.2,8,1,4.2,8,1
2019/1/30,2.9,8,1,7.0,8,1
2019/1/31,2.6,8,1,6.2,8,1
2019/2/1,-0.7,8,1,1.8,8,1
2019/2/2,3.4,8,1,5.7,8,1
2019/2/3,2.9,8,1,6.6,8,1
2019/2/4,4.7,8,1,10.7,8,1
2019/2/5,3.2,8,1,6.4,8,1
2019/2/6,3.3,8,1,7.4,8,1
2019/2/7,4.8,8,1,8.8,8,1
2019/2/8,-2.1,8,1,0.4,8,1
2019/2/9,-0.5,8,1,1.0,8,1
2019/2/10,-0.7,8,1,1.3,8,1
2019/2/11,1.3,8,1,3.8,8,1
2019/2/12,0.3,8,1,1.6,8,1
2019/2/13,-0.1,8,1,0.7,8,1
2019/2/14,0.0,8,1,1.5,8,1
2019/2/15,1.5,8,1,3.3,8,1
2019/2/16,3.4,8,1,6.4,8,1
2019/2/17,3.6,8,1,5.1,8,1
2019/2/18,5.4,8,1,8.8,8,1
2019/2/19,5.1,8,1,10.4,8,1
2019/2/20,7.1,8,1,10.9,8,1
2019/2/21,5.9,8,1,7.2,8,1
2019/2/22,6.1,8,1,9.0,8,1
2019/2/23,4.4,8,1,7.6,8,1
2019/2/24,4.7,8,1,9.5,8,1
2019/2/25,5.9,8,1,13.1,8,1
2019/2/26,4.7,8,1,7.6,8,1
2019/2/27,3.8,8,1,6.5,8,1
2019/2/28,3.4,8,1,7.9,8,1
2019/3/1,4.8,8,1,9.0,8,1
2019/3/2,7.7,8,1,10.5,8,1
2019/3/3,6.0,8,1,11.5,8,1
2019/3/4,6.0,8,1,10.6,8,1
2019/3/5,5.8,8,1,10.1,8,1
2019/3/6,7.7,8,1,13.8,8,1
2019/3/7,5.8,8,1,7.6,8,1
2019/3/8,4.6,8,1,7.3,8,1
2019/3/9,7.6,8,1,11.7,8,1
2019/3/10,9.2,8,1,14.6,8,1
2019/3/11,9.5,8,1,11.5,8,1
2019/3/12,7.7,8,1,9.9,8,1
2019/3/13,4.9,8,1,9.1,8,1
2019/3/14,4.7,8,1,6.4,8,1
2019/3/15,5.8,8,1,9.8,8,1
2019/3/16,5.2,8,1,8.6,8,1
2019/3/17,4.4,8,1,5.6,8,1
2019/3/18,6.1,8,1,10.3,8,1
2019/3/19,8.2,8,1,15.4,8,1
2019/3/20,9.7,8,1,16.0,8,1
2019/3/21,11.2,8,1,17.2,8,1
2019/3/22,6.5,8,1,11.3,8,1
2019/3/23,3.2,8,1,6.1,8,1
2019/3/24,3.0,8,1,5.8,8,1
2019/3/25,7.6,8,1,12.7,8,1
2019/3/26,9.3,8,1,14.6,8,1
2019/3/27,5.9,8,1,8.3,8,1
2019/3/28,4.4,8,1,7.4,8,1
2019/3/29,5.3,8,1,8.4,8,1
2019/3/30,4.3,8,1,9.6,8,1
2019/3/31,5.7,8,1,11.0,8,1
2019/4/1,4.3,8,1,7.0,8,1
2019/4/2,3.1,8,1,5.8,8,1
2019/4/3,4.8,8,1,7.7,8,1
2019/4/4,8.7,8,1,11.9,8,1
2019/4/5,11.5,8,1,14.5,8,1
2019/4/6,9.0,8,1,11.5,8,1
2019/4/7,7.3,8,1,12.1,8,1
2019/4/8,6.1,8,1,10.0,8,1
2019/4/9,7.9,8,1,10.6,8,1
2019/4/10,5.9,8,1,11.8,8,1
2019/4/11,5.7,8,1,10.6,8,1
2019/4/12,7.5,8,1,12.2,8,1
2019/4/13,8.2,8,1,13.9,8,1
2019/4/14,12.3,8,1,17.8,8,1
2019/4/15,9.5,8,1,12.4,8,1
2019/4/16,10.1,8,1,14.0,8,1
2019/4/17,13.2,8,1,21.1,8,1
2019/4/18,14.0,8,1,18.7,8,1
2019/4/19,10.1,8,1,13.3,8,1
2019/4/20,8.7,8,1,12.8,8,1
2019/4/21,12.4,8,1,20.5,8,1
2019/4/22,12.0,8,1,15.1,8,1
2019/4/23,15.7,8,1,24.6,8,1
2019/4/24,18.4,8,1,25.7,8,1
2019/4/25,13.7,8,1,16.5,8,1
2019/4/26,9.6,8,1,12.2,8,1
2019/4/27,8.3,8,1,10.0,8,1
2019/4/28,9.2,8,1,12.7,8,1
2019/4/29,12.6,8,1,18.9,8,1
2019/4/30,14.4,8,1,16.6,8,1
